LTLA Code,MSOA Code,MSOA Name,Under 16,16-29,30-34,35-39,40-44,45-49,50-54,55-59,60-64,65-69,70-74,75-79,80+,16+
E07000078,E02004605,Oakley,1340,1068,453,444,423,379,398,426,352,292,242,203,222,4902
E07000078,E02004606,Alstone & St Mark's,1829,2364,1126,1042,781,640,716,658,559,401,381,251,515,9434
E07000078,E02004607,Pittville & Fairview,1228,2048,992,840,730,642,672,716,565,459,475,316,466,8921
E07000078,E02004608,Lansdown & Montpellier,1429,2851,931,728,603,649,648,691,562,452,469,377,642,9603
E07000078,E02004609,Benhall & The Reddings,1305,1118,415,493,533,502,549,549,488,372,399,349,509,6276
E07000078,E02004610,The Park & Warden Hill,1128,1756,477,455,419,494,548,587,490,396,548,413,695,7278
E07000078,E02004611,Battledown & Charlton Kings,2657,1783,674,836,879,1020,982,863,695,543,542,423,698,9938
E07000078,E02004612,Hatherley,1649,1291,554,608,641,633,684,741,636,521,545,439,673,7966
E07000078,E02004613,Charlton Park,1224,893,266,358,402,486,541,581,430,423,402,359,546,5687
E07000078,E02004614,Leckhampton,1151,660,256,406,399,408,449,438,353,350,373,235,474,4801
E07000079,E02004615,"Willersley, Chipping Campden & Blockley",1266,1035,383,412,444,512,724,776,732,710,696,607,797,7828
E07000079,E02004616,Moreton & Stow-on-the-Wold,1500,1289,597,530,573,646,736,839,733,683,722,598,909,8855
E07000079,E02004617,Bourton-on-the-Water & Vale,1761,1284,521,581,620,710,696,799,680,590,623,504,629,8237
E07000079,E02004618,"Sandywell, Ermin & Chedworth",1143,1107,377,373,413,505,621,692,616,575,545,334,376,6534
E07000079,E02004619,"Northleach, Coln Valley & Ampneys",1101,961,317,351,427,502,659,679,667,544,538,427,482,6554
E07000079,E02004620,Cirencester East & Stratton,1593,1329,491,585,551,593,696,657,554,515,535,337,414,7257
E07000079,E02004621,Cirencester Central,770,1578,434,393,349,418,453,444,382,324,411,337,736,6259
E07000079,E02004622,Cirencester South,1218,1201,501,468,458,469,513,504,419,395,421,335,477,6161
E07000079,E02004623,Fairford & Lechlade,1592,1233,436,510,505,634,737,783,647,665,732,522,639,8043
E07000079,E02004624,Kemble & South Cerney,1212,918,339,402,438,450,581,632,563,442,452,357,406,5980
E07000079,E02004625,Tetbury,1757,1454,625,618,591,693,743,828,766,712,715,548,662,8955
E07000080,E02004626,"Dymock, Hartpury & Huntley",1382,2301,417,450,459,524,729,830,790,700,709,526,656,9091
E07000080,E02004627,Newent,1138,975,464,396,337,367,461,462,427,390,444,357,434,5514
E07000080,E02004628,"Mitcheldean, Drybrook & Ruardean",1425,1117,486,430,418,563,637,635,595,540,545,410,449,6825
E07000080,E02004629,Cinderford,2350,2004,850,817,785,824,959,999,863,844,774,556,708,10983
E07000080,E02004630,"Longhope, Westbury & Blakeney",936,908,344,324,285,450,558,604,554,496,518,368,491,5900
E07000080,E02004631,"Lydbrook, Newland & St Briavels",694,593,188,237,221,327,452,545,487,380,417,313,352,4512
E07000080,E02004632,Coleford,1878,1621,662,605,563,637,854,859,765,744,747,567,737,9361
E07000080,E02004633,"Bream, Pillowell & Yorkley",1322,1176,431,414,414,575,701,746,639,636,625,421,481,7259
E07000080,E02004634,Lydney,1914,1766,758,609,552,623,838,871,738,655,738,559,719,9426
E07000080,E02004635,Tidenham & Woolaston,1256,1238,505,487,436,456,538,578,513,493,582,399,491,6716
E07000081,E02004636,Longlevens,1275,1336,493,455,466,466,636,642,571,455,463,369,454,6806
E07000081,E02004637,Kingsholm & Wotton,1422,1791,754,689,627,673,629,629,542,424,429,316,601,8104
E07000081,E02004638,Elmbridge,1140,960,403,390,396,388,471,429,364,291,334,232,351,5009
E07000081,E02004639,Central Gloucester & Hempsted,1795,2679,1154,973,785,651,710,662,549,421,392,326,508,9810
E07000081,E02004640,Barton,2268,1904,878,801,685,636,627,550,441,311,201,186,238,7458
E07000081,E02004641,Hucclecote,1156,983,375,406,406,448,552,566,489,472,539,525,700,6461
E07000081,E02004642,"Coney Hill, Barnwood & Abbeydale",2561,2220,833,878,809,870,979,888,731,584,528,388,409,10117
E07000081,E02004643,Tredworth,2010,1751,762,657,578,544,602,599,462,284,225,163,243,6870
E07000081,E02004644,Podsmead & Linden,1914,1611,729,668,656,563,666,690,544,419,335,258,359,7498
E07000081,E02004645,Abbeymead & Abbeydale,1583,1386,633,614,496,602,742,739,685,531,525,364,404,7721
E07000081,E02004646,Matson & Robinswood,2023,1503,760,681,563,555,635,639,548,450,432,310,388,7464
E07000081,E02004647,Tuffley,1113,1007,369,357,290,339,466,472,434,365,370,270,440,5179
E07000081,E02004648,Lower Tuffley,939,795,328,339,289,306,384,428,403,323,449,397,420,4861
E07000081,E02004649,Quedgeley North,1473,1344,584,555,537,518,598,585,419,301,231,153,149,5974
E07000081,E02004650,Quedgeley South,3875,2629,1314,1345,1132,945,890,750,583,472,384,263,321,11028
E07000082,E02004651,Upton St Leonards & Hardwicke,2433,1714,840,884,781,694,715,674,578,492,511,321,368,8572
E07000082,E02004652,"Painswick, Bisley & Eastcombe",998,745,247,283,349,461,539,557,573,543,568,453,627,5945
E07000082,E02004653,"Frampton, Whitminster & Eastington",1345,1041,411,440,462,510,641,653,610,497,517,356,494,6632
E07000082,E02004654,Ebley & Randwick,2037,1728,690,706,708,830,921,896,775,670,741,515,670,9850
E07000082,E02004655,Stonehouse,1441,1491,572,455,506,523,622,603,506,490,464,329,459,7020
E07000082,E02004656,Stroud Town,1905,1916,765,751,770,822,947,997,800,688,620,379,587,10042
E07000082,E02004657,Rodborough & Thrupp,1161,969,350,397,404,583,636,628,517,431,425,320,362,6022
E07000082,E02004658,Chalford & Bussage,1085,971,297,294,363,496,586,593,467,373,423,308,377,5548
E07000082,E02004659,Leonard Stanley & Uley,1215,960,374,395,403,423,537,578,574,521,514,385,481,6145
E07000082,E02004660,Minchinhampton & Amberley,1085,812,260,279,367,471,532,550,494,477,584,469,691,5986
E07000082,E02004661,Cam,1358,1213,483,464,466,538,677,704,662,545,651,455,587,7445
E07000082,E02004662,Berkeley & Sharpness,1096,920,396,361,378,411,525,530,503,457,420,300,383,5584
E07000082,E02004663,Nailsworth,1122,889,396,379,404,481,519,522,518,479,468,311,404,5770
E07000082,E02004664,Dursley,1518,1181,535,593,513,546,556,488,485,346,360,266,445,6314
E07000082,E02004665,Wotton-under-Edge & Kingswood,1520,1339,457,433,531,693,697,654,646,560,598,467,574,7649
E07000083,E02004666,Tewkesbury East & Ashchurch,2369,1983,921,831,863,878,959,880,635,642,571,424,490,10077
E07000083,E02004667,Tewkesbury West & Twyning,1752,1515,738,644,661,629,839,884,819,740,812,600,844,9725
E07000083,E02004668,Winchcombe & Washbourne,1486,1139,415,504,500,540,645,832,760,709,861,609,695,8209
E07000083,E02004669,"Cleeve Hill, Gotherington & Apperley",1305,909,338,377,434,525,575,630,578,536,569,408,498,6377
E07000083,E02004670,Bishop's Cleeve,3327,2383,1198,1154,1062,1046,1093,1108,868,797,800,690,1041,13240
E07000083,E02004671,"Highnam, Longford & Norton",1439,1090,444,441,436,433,543,573,565,596,530,368,388,6407
E07000083,E02004672,Churchdown & Innsworth,2400,2136,991,935,952,900,1038,919,771,615,671,542,793,11263
E07000083,E02004673,"Shurdington, Staverton & Witcombe",1526,1110,541,499,437,456,512,585,460,439,432,353,526,6350
E07000083,E02004674,Brockworth & Coopers Edge,2624,1962,1063,981,782,745,698,773,675,555,519,392,539,9684
